cleaned_text,compound_score,predictedSentiment_vaders,predictedSentiment_naiveBayes,predictedEmotion_nb,predictedSentiment_svm,predictedEmotion_svm
eam dr jaishankar visited srilanka expressed indias solidarity difficult times india ’ commitment srilankan economic recovery srilankancrisis,0.3182,1,-1.0,2,1.0,3
imfnews calls structural adjustments call robbing working class lka srilanka economiccrisislk srilankancrisis costoflivingcrisis,0.0,0,0.0,0,0.0,4
dear srilankans gon na happen srilankancrisis,0.3818,1,0.0,3,0.0,3
rwunp preparing extravagant idependenceday celebration ragama teaching hospital lka srilanka gohomeranil healthcareforall srilankancrisis economiccrisislk,0.0,0,0.0,4,0.0,3
former president maithripala sirisena said would contest next presidential election 2024 presidential candidate sri lanka freedom party slfp mfasrilanka usambsl parliamentlk srilankancrisis,0.7845,1,0.0,1,0.0,1
lets see query tabled next month cabinet meetings srilankancrisis,0.0,0,0.0,1,0.0,3
bangladesh secures imf loan worth 14bn read newscutterlksrilankanews… srilankacrisis srilankaprotests srilankatoday srilanka slnews lknews lka economiccrisislk srilankaeconomiccrisis srilankancrisis,0.4939,1,1.0,1,1.0,3
china donates 70 requirement school uniforms read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,0.0,1,0.0,3
sri lankas fabric imports india increased 50 read newscutterlksrilankanews… slnews srilanka lknews lka economiccrisislk srilankatoday srilankancrisis srilankaeconomiccrisis srilankacrisis,0.2732,1,0.0,5,0.0,3
japanese company agreed take cleaning beira lake read newscutterlksrilankanews… srilankacrisis srilankancrisis srilankaeconomiccrisis slnews lknews srilanka lka srilankatoday,0.2732,1,0.0,4,0.0,3
26000 government employees recruited teachers info bitly3hju0g7 lk srilankancrisis governmentemployees newrecruitment schoolteachers updates buzzernews,0.0,0,1.0,3,0.0,3
historic order colombo magistrate iusf convener wasantha mudalige released pta charges srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.2732,-1,0.0,0,0.0,4
social security contribution levy sscl amended read newscutterlksrilankanews… lka srilankaeconomiccrisis economiccrisislk srilankancrisis slnews srilankatoday,0.34,1,1.0,0,1.0,3
approval give sri lankabhimanya award karu info bitly3jb6oo9 lk srilankancrisis karujayasuriya srilankabhimanya serviceexcellence appreciations cabinetapproval updates buzzerpolitics buzzernews,0.765,1,1.0,2,0.0,3
tax exemption vehicles used differently abled read newscutterlksrilankanews… economiccrisislk srilankaeconomiccrisis srilankatoday slnews lka srilankancrisis srilanka lknews,0.0,0,0.0,3,0.0,3
gmoa seeks president intervene changing unfair tax policy read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.4767,-1,-1.0,3,-1.0,3
broker borellabased kidney racket arrested read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.4767,-1,0.0,1,0.0,3
veggie fruit prices drop significantly read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.2732,-1,1.0,1,-1.0,3
heavy showers expected northern eastern northcentral uva provinces read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,-1.0,5,-1.0,3
harin meets bollywood stars info bitly40h6tqy lk srilankancrisis economiccrisislk sanjaykapoor chunkypandey harinfernando discussiontime updates buzzernews,0.0,0,1.0,5,0.0,3
constituent assembly approves new appointments judiciary info bitly3hrkisq lk srilankancrisis parliamentofsrilanka constituentassembly judiciaryappointments updates buzzerpolitics buzzernews,0.4019,1,1.0,4,1.0,3
given srilanka inflation price hikes taxing 100k month taxing 30k month srilankancrisis srilankatoday,0.0,0,-1.0,1,0.0,3
cops arrest 22yrold atm fraud read newscutterlksrilankanews… srilankatoday srilankacrisis srilankaprotests lknews lka srilanka slnews economiccrisislk srilankancrisis,-0.7351,-1,-1.0,5,-1.0,3
western province records highest number dengue cases read newscutterlkhealthhighest… srilankacrisis srilankaprotests srilankatoday srilankancrisis slnews lknews lka economiccrisislk srilanka,0.0772,1,0.0,5,0.0,3
90 injured blast pakistan mosque read newscutterlksrilankanews… srilankatoday srilankacrisis srilankaprotests srilanka lka lknews slnews srilankaeconomiccrisis economiccrisislk srilankancrisis,-0.4019,-1,0.0,1,0.0,3
water management secretariat agrees release adequate water hydropower generation read newscutterlksrilankanews… economiccrisislk lka srilankancrisis srilankaprotests slnews srilankatoday srilankacrisis srilanka lknews,0.4019,1,1.0,1,0.0,3
veterinarians strike today info bitly3j8ts9t lk srilankancrisis unionstrike strikealert veterinarians sickleave updates buzzernews,-0.128,-1,1.0,3,0.0,3
shah rukh khan ’ ‘ pathaan ’ continues blockbuster run box office read newscutterlklifestylesha… srilankacrisis srilankaprotests srilankatoday srilanka slnews lknews srilankancrisis economiccrisislk srilankaeconomiccrisis,0.5994,1,0.0,1,0.0,3
sri lankas fabric imports india increased 50 read newscutterlksrilankanews… slnews srilanka lknews lka economiccrisislk srilankatoday srilankancrisis srilankaeconomiccrisis srilankacrisis,0.2732,1,0.0,5,0.0,3
japanese company agreed take cleaning beira lake read newscutterlksrilankanews… srilankacrisis srilankancrisis srilankaeconomiccrisis slnews lknews srilanka lka srilankatoday,0.2732,1,0.0,4,0.0,3
26000 government employees recruited teachers info bitly3hju0g7 lk srilankancrisis governmentemployees newrecruitment schoolteachers updates buzzernews,0.0,0,1.0,3,0.0,3
historic order colombo magistrate iusf convener wasantha mudalige released pta charges srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.2732,-1,0.0,0,0.0,4
social security contribution levy sscl amended read newscutterlksrilankanews… lka srilankaeconomiccrisis economiccrisislk srilankancrisis slnews srilankatoday,0.34,1,1.0,0,1.0,3
approval give sri lankabhimanya award karu info bitly3jb6oo9 lk srilankancrisis karujayasuriya srilankabhimanya serviceexcellence appreciations cabinetapproval updates buzzerpolitics buzzernews,0.765,1,1.0,2,0.0,3
tax exemption vehicles used differently abled read newscutterlksrilankanews… economiccrisislk srilankaeconomiccrisis srilankatoday slnews lka srilankancrisis srilanka lknews,0.0,0,0.0,3,0.0,3
gmoa seeks president intervene changing unfair tax policy read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.4767,-1,-1.0,3,-1.0,3
broker borellabased kidney racket arrested read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.4767,-1,0.0,1,0.0,3
veggie fruit prices drop significantly read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,-0.2732,-1,1.0,1,-1.0,3
heavy showers expected northern eastern northcentral uva provinces read newscutterlksrilankanews… srilankancrisis economiccrisislk srilankaprotests srilankacrisis srilanka slnews srilankatoday lka lknews srilankaeconomiccrisis,0.0,0,-1.0,5,-1.0,3
harin meets bollywood stars info bitly40h6tqy lk srilankancrisis economiccrisislk sanjaykapoor chunkypandey harinfernando discussiontime updates buzzernews,0.0,0,1.0,5,0.0,3
constituent assembly approves new appointments judiciary info bitly3hrkisq lk srilankancrisis parliamentofsrilanka constituentassembly judiciaryappointments updates buzzerpolitics buzzernews,0.4019,1,1.0,4,1.0,3
given srilanka inflation price hikes taxing 100k month taxing 30k month srilankancrisis srilankatoday,0.0,0,-1.0,1,0.0,3
cops arrest 22yrold atm fraud read newscutterlksrilankanews… srilankatoday srilankacrisis srilankaprotests lknews lka srilanka slnews economiccrisislk srilankancrisis,-0.7351,-1,-1.0,5,-1.0,3
western province records highest number dengue cases read newscutterlkhealthhighest… srilankacrisis srilankaprotests srilankatoday srilankancrisis slnews lknews lka economiccrisislk srilanka,0.0772,1,0.0,5,0.0,3
90 injured blast pakistan mosque read newscutterlksrilankanews… srilankatoday srilankacrisis srilankaprotests srilanka lka lknews slnews srilankaeconomiccrisis economiccrisislk srilankancrisis,-0.4019,-1,0.0,1,0.0,3
water management secretariat agrees release adequate water hydropower generation read newscutterlksrilankanews… economiccrisislk lka srilankancrisis srilankaprotests slnews srilankatoday srilankacrisis srilanka lknews,0.4019,1,1.0,1,0.0,3
veterinarians strike today info bitly3j8ts9t lk srilankancrisis unionstrike strikealert veterinarians sickleave updates buzzernews,-0.128,-1,1.0,3,0.0,3
shah rukh khan ’ ‘ pathaan ’ continues blockbuster run box office read newscutterlklifestylesha… srilankacrisis srilankaprotests srilankatoday srilanka slnews lknews srilankancrisis economiccrisislk srilankaeconomiccrisis,0.5994,1,0.0,1,0.0,3
whatsapp unveils new switch camera feature video calls read newscutterlksrilankanews… slnews srilankacrisis lka srilankatoday srilanka lknews srilankancrisis,0.0,0,-1.0,1,1.0,3
teen drowns maruthankerny read newscutterlksrilankanews… srilankacrisis srilankaprotests srilankancrisis srilankatoday economiccrisislk srilankaeconomiccrisis slnews srilanka lknews,-0.4939,-1,0.0,1,0.0,3
port unions withdraw work new tax policy read newscutterlksrilankanews… srilankacrisis slnews srilanka lknews srilankaprotests srilankancrisis economiccrisislk srilankaeconomiccrisis lka srilankatoday,0.0,0,-1.0,5,1.0,3
state fm claims mps taxed new tax policy read newscutterlksrilankanews… srilankacrisis srilankaprotests srilankancrisis economiccrisislk slnews srilanka srilankaeconomiccrisis lka lknews,0.0,0,1.0,5,1.0,3
port unions withdraw duty govt ’ new ‘ tax policy ’ images selladurai krishna kumar news cutter lka lknews slnews srilanka srilankaeconomiccrisis srilankaprotests srilankancrisis srilankacrisis economiccrisislk,0.0,0,-1.0,5,1.0,3
professionals warn strict tu action tax increase read newscutterlksrilankanews… slnews srilankatoday srilankancrisis economiccrisislk srilanka lknews srilankaeconomiccrisis lka srilankacrisis,0.2263,1,1.0,5,1.0,3
former maldives president gayoom meets president wickremesinghe read newscutterlksrilankanews… slnews srilankatoday srilanka lknews lka srilankancrisis economiccrisislk srilankaeconomiccrisis,0.0,0,0.0,1,0.0,3
gazette announcement yet start election process info bitly3wfcl92 lk srilankancrisis electioncommission localgovernmentelections updates buzzerpolitics buzzernews,-0.296,-1,1.0,4,0.0,3
epassport sri lankan citizens read newscutterlksrilankanews… economiccrisislk srilankancrisis lka srilankacrisis slnews srilanka srilankatoday srilankaeconomiccrisis colombo lknews,0.0,0,0.0,1,0.0,3
enemy china economically stressful friend china economically disastrous srilankancrisis hindustantimescomworldnew…,-0.6652,-1,1.0,5,-1.0,3
death threats another member election commission info bitly3jofz3x lk srilankancrisis electioncommission localgovernmentelections deaththreats criminalinvestigationdepartment investigationcontinues updates buzzernews,-0.7717,-1,1.0,3,0.0,3
extension tenure presidential commission inquiry info bitly3jw9sie lk srilankancrisis presidentialcommissionofinquiry timeextension ranilwickremesinghe newgazette updates buzzerpolitics buzzernews,0.0,0,1.0,2,0.0,3
secretaries two ministries replaced info bitly3ksqeat lk srilankancrisis newsecretarypoisitions ministryoftourism ministryofwatersupply appointed publicenterprises updates buzzerpolitics buzzernews,0.0,0,1.0,3,0.0,3
sri lankan complaints cost living srilanka slnews lknews srilankatoday colombo srilankaeconomiccrisis srilankancrisis economiccrisislk srilankacrisis,-0.4019,-1,0.0,5,0.0,1
national independence day updates special traffic plan announced info bitly3knla9s lk srilankancrisis economiccrisislk 75thindependenceday independencedayofsrilanka specialtrafficplan updates buzzernews,0.4019,1,1.0,5,-1.0,1
third session ninth parliament concluded info bitly4037a09 lk srilankancrisis parliamentofsrilanka thirdsession endterm updates buzzerpolitics buzzernews,0.0,0,1.0,2,0.0,3
sri lankan airlines pilots submit resignation letters info bitly3xy5m06 lk srilankancrisis economiccrisislk srilankanairlines srilankancivilaviationauthority updates buzzernews,-0.296,-1,1.0,5,0.0,3
first imf tranche received soon minister state ranjith siyambalapitiya info bitly3jkdod0 lk srilankancrisis economiccrisislk imf ranjithsiyambalapitiya krishnamurthysubramaniam updates buzzerpolitics buzzernews,0.0,0,1.0,1,0.0,3
china express interest importing sri lankan fruits read newscutterlksrilankanews… srilankatoday srilankadaily slnews srilanka lka srilankancrisis economiccrisislk srilankacrisis lknews,0.4588,1,0.0,1,0.0,3
diana gamage dual citizenship case appeal court ac grants time file objections read newscutterlksrilankanews… srilankatoday srilankadaily srilankancrisis economiccrisislk srilanka lknews slnews lka srilankacrisis,0.2263,1,0.0,3,0.0,3
25 bn saved import ban state minister finance read newscutterlksrilankanews… slnews srilankatoday srilankancrisis srilanka srilankadaily economiccrisislk srilankaeconomiccrisis lknews lka,-0.2023,-1,0.0,5,0.0,3
fake lottery tickets market read newscutterlksrilankanews… economiccrisislk lka slnews srilankatoday srilanka srilankaeconomiccrisis srilankancrisis lknews srilankadaily,-0.4767,-1,-1.0,0,-1.0,3
card shortage prompts authorities move edriving licence read newscutterlksrilankanews… srilankacrisis srilankadaily slnews srilanka srilankancrisis lka lknews srilankaeconomiccrisis economiccrisislk,-0.25,-1,0.0,5,0.0,3
sri lankan illegal immigrants caught near france return island read newscutterlksrilankanews… slnews srilankatoday srilanka srilankadaily srilankancrisis srilankaeconomiccrisis colombo lknews lka,-0.5574,-1,-1.0,4,1.0,4
uk back sl imf read newscutterlksrilankanews… lka slnews srilankatoday srilankancrisis srilankadaily lknews colombo srilankaeconomiccrisis srilanka,0.0,0,0.0,1,0.0,3
excbsl governor cabraal critical present governor read newscutterlksrilankanews… slnews srilankatoday srilankadaily lknews lka srilankancrisis srilankaeconomiccrisis srilanka,-0.3182,-1,0.0,3,0.0,3
